Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
2169 :   3.166094,  -0.436978,  37.670859 |   2.959804,   1.410643,    0.000000 | 1.338268e-03, 2.810878e-03,   0.054429 :       OK
2170 :   6.952311,  -0.377824,  -0.150277 |   5.769742,  -0.328643,    0.000000 | 1.861079e-02, 2.397768e-01,   2.377583 :       OK
2171 :  -7.370832,   2.191602,   0.481034 |  -6.101129,   1.767266,    0.000000 | 5.925249e-02, 2.168741e-01,   2.046826 :       OK
2172 :   1.713620,  -4.167931, -52.378583 |   5.679463,  -6.495803,    0.000000 | 3.079958e-03, 2.692495e-03,   0.027180 :       OK
2173 :  -2.675451,   0.440499, -21.769281 |  -2.524460,   1.256156,    0.000000 | 6.357221e-04, 1.278676e-03,   0.029029 :       OK
2174 :   6.181082,   2.346017,  26.151735 |   6.592256,   4.576166,    0.000000 | 3.100211e-03, 4.467956e-03,   0.038848 :       OK
2175 :  -2.935941,   3.954801, -42.586026 |  -5.810660,   6.212712,    0.000000 | 3.960167e-03, 3.703617e-03,   0.036541 :       OK
2176 :   5.475139,   6.045173, -16.374810 |   3.276786,   3.906268,    0.000000 | 2.729301e-03, 2.289015e-03,   0.040052 :       OK
2177 :  -1.401416,   7.757157, -12.392733 |  -2.593287,   6.841387,    0.000000 | 2.686707e+00, 1.438352e+01,  19.080191 : Overflow
2178 :   4.193738,   0.964979, -27.684564 |   3.491946,  -0.851604,    0.000000 | 5.852305e-05, 2.421278e-04,   0.003975 :       OK
2179 :  -0.463672,  -0.247070,   7.640164 |  -0.415591,  -0.258296,    0.000000 | 1.649315e-04, 2.652133e-04,   0.036551 :       OK
2180 :   2.680549,  -3.339422, -33.465593 |   4.326693,  -4.631553,    0.000000 | 7.304495e-04, 6.824699e-04,   0.009027 :       OK
2181 :  -2.782507,  -0.571502, -46.275396 |  -2.677732,   1.436747,    0.000000 | 7.977030e-04, 1.485597e-03,   0.031778 :       OK
2182 :   1.011425,  -1.377305,  19.330690 |   0.494542,  -0.919971,    0.000000 | 8.577702e-04, 4.614901e-04,   0.053404 :       OK
2183 :  -2.950773,   3.556562, -41.318286 |  -5.430756,   5.675154,    0.000000 | 7.678828e-05, 7.340786e-05,   0.000784 :       OK
2184 :   1.119164,   2.545293, -13.206743 |   0.462292,   1.952435,    0.000000 | 1.305890e-03, 3.099133e-04,   0.038317 :       OK
2185 :   6.129662,   5.766504, -13.360722 |   4.099264,   3.718784,    0.000000 | 2.109139e-03, 2.325192e-03,   0.032516 :       OK
2186 :  -7.842155,   4.625254,   4.282214 |  -6.238349,   3.361877,    0.000000 | 2.126793e-03, 3.949424e-03,   0.036285 :       OK
2187 :  -2.166016,   1.130443, -37.904531 |  -2.872006,   2.428567,    0.000000 | 2.019709e-03, 2.388014e-03,   0.047616 :       OK
2188 :  -4.738367,   6.731235,  33.373726 |  -1.177342,   4.138153,    0.000000 | 7.955335e-04, 2.270131e-04,   0.011012 :       OK
2189 :   1.692249,  -0.163910,  56.234935 |   1.980626,   1.403427,    0.000000 | 1.014121e-03, 1.430626e-03,   0.041368 :       OK
2190 :  -7.757821,  -6.182713,   0.756426 |  -6.505591,  -5.215737,    0.000000 | 1.165641e+01, 1.115411e+01,  30.716498 : Overflow
2191 :  -3.134174,   3.731738, -20.930905 |  -3.932685,   4.276793,    0.000000 | 1.940992e-03, 1.784988e-03,   0.025990 :       OK
2192 :  -3.915378,   3.608001, -32.738067 |  -5.599116,   5.455075,    0.000000 | 4.452046e-03, 4.569767e-03,   0.046790 :       OK
2193 :  -1.909816,   3.180756,   2.973917 |  -1.449810,   2.560597,    0.000000 | 6.987283e-05, 3.927075e-05,   0.001569 :       OK
2194 :  -1.361790,   5.461737,   1.008189 |  -1.050412,   4.512866,    0.000000 | 1.193403e-01, 2.627543e-02,   1.519671 :       OK
2195 :  -6.869950,   4.200118,  49.831795 |  -4.567949,  -0.718526,    0.000000 | 6.791065e-04, 4.334576e-03,   0.054374 :       OK
2196 :   3.341648,  -3.693508,  10.179439 |   2.269339,  -2.618071,    0.000000 | 1.491900e-03, 1.293366e-03,   0.032634 :       OK
2197 :  -4.110000,   5.578964, -27.925904 |  -6.170298,   6.918985,    0.000000 | 2.595404e-03, 2.314238e-03,   0.021504 :       OK
2198 :   1.650383,   6.145031, -33.087165 |  -1.506782,   5.137618,    0.000000 | 4.640054e-03, 1.363508e-03,   0.051737 :       OK
2199 :   3.372206,   5.904845,  28.682302 |   5.712739,   6.986621,    0.000000 | 6.663092e-04, 5.452025e-04,   0.005457 :       OK
2200 :  -4.812070,  -2.997645, -34.717217 |  -3.147562,  -0.387907,    0.000000 | 7.834977e-05, 6.312546e-04,   0.011490 :       OK
2201 :  -0.600385,   0.929853,  30.202746 |  -0.143197,   0.606335,    0.000000 | 5.483389e-04, 1.291873e-04,   0.051824 :       OK
2202 :  -0.940721,   0.086529,  -2.446412 |  -0.784372,   0.105206,    0.000000 | 1.504907e-04, 1.115127e-03,   0.081448 :       OK
2203 :  -4.923568,   5.536443,   0.434483 |  -4.050766,   4.563190,    0.000000 | 1.640547e-01, 1.449863e-01,   2.093377 :       OK
2204 :   0.159906,  -3.339534,  19.202085 |  -0.805974,  -2.882862,    0.000000 | 1.846521e-03, 5.152766e-04,   0.036705 :       OK
2205 :  -7.540227,   3.087108, -14.758755 |  -7.132634,   4.276630,    0.000000 | 1.404885e+01, 2.580591e+00,  16.714168 : Overflow
2206 :   2.349741,  -5.003876, -48.312886 |   6.616039,  -7.563762,    0.000000 | 7.042848e-01, 1.537255e+01,   4.993742 : Overflow
2207 :   5.693321,  -1.321691, -43.720387 |   7.088112,  -5.396844,    0.000000 | 4.877581e-03, 6.408349e-03,   0.051826 :       OK
2208 :   1.576021,   0.638461,   4.225836 |   1.350421,   0.627765,    0.000000 | 2.119201e-04, 4.563590e-04,   0.019368 :       OK
2209 :   6.174210,   1.910923,  20.684258 |   6.045684,   3.580073,    0.000000 | 3.053795e-03, 5.153487e-03,   0.048823 :       OK
2210 :  -0.127338,  -1.920846, -15.397655 |   0.324013,  -1.623047,    0.000000 | 2.843015e-04, 5.702927e-05,   0.010034 :       OK
2211 :   6.424559,   3.672900,  22.848976 |   7.008396,   5.476017,    0.000000 | 1.474739e+01, 1.409162e+00,   8.623948 : Overflow
2212 :   4.963835,   7.407749, -50.197379 |  -0.297737,   4.572378,    0.000000 | 2.208020e-03, 1.450287e-04,   0.027667 :       OK
2213 :  -4.759612,   5.823716, -28.924909 |  -7.008015,   7.540983,    0.000000 | 6.634549e-01, 1.533746e+01,   2.548014 : Overflow
2214 :   3.079889,   2.424047,  54.521898 |   6.018993,   5.808860,    0.000000 | 3.671262e-03, 3.804228e-03,   0.036233 :       OK
2215 :   5.928067,   5.818534, -13.651901 |   3.897982,   3.782640,    0.000000 | 2.302191e-03, 2.372309e-03,   0.034851 :       OK
2216 :  -3.954433,   0.259154,   7.156718 |  -3.280016,  -0.194209,    0.000000 | 1.327063e-04, 2.263195e-03,   0.039535 :       OK
2217 :   1.115696,   0.567944,  26.443101 |   1.251446,   0.964954,    0.000000 | 9.292007e-05, 1.203988e-04,   0.005505 :       OK
2218 :  -7.485528,  -1.002771, -45.059024 |  -7.509238,   4.301174,    0.000000 | 3.559262e-03, 6.218360e-03,   0.047463 :       OK
2219 :  -1.423688,   3.874210,  29.187033 |   0.371403,   3.012799,    0.000000 | 2.715617e-03, 3.330918e-04,   0.051648 :       OK
2220 :   2.032471,   1.324759,  37.101491 |   2.815241,   2.507918,    0.000000 | 1.956058e-03, 2.196056e-03,   0.044718 :       OK
2221 :  -4.207714,  -3.139800,  16.017376 |  -4.366672,  -3.696648,    0.000000 | 3.232604e-03, 3.819312e-03,   0.050140 :       OK
2222 :   4.365871,  -3.540701,  -1.016228 |   3.675402,  -3.002729,    0.000000 | 8.050985e-02, 9.802481e-02,   1.511632 :       OK
2223 :   6.050581,   0.702396,  26.378870 |   5.840149,   3.039738,    0.000000 | 2.234729e-03, 4.297031e-03,   0.042170 :       OK
2224 :  -0.901573,  -3.001394, -20.312785 |   0.105941,  -2.377847,    0.000000 | 1.175630e-03, 5.171506e-05,   0.028328 :       OK
2225 :  -2.342644,  -2.129526,   0.127562 |  -1.947822,  -1.771373,    0.000000 | 7.593983e-02, 8.317908e-02,   2.400298 :       OK
2226 :  -1.019525,   0.251918,  30.221306 |  -0.850976,  -0.228408,    0.000000 | 1.328938e-04, 4.941299e-04,   0.033264 :       OK
2227 :  -6.026173,   6.377134,  -4.920985 |  -5.473905,   5.741158,    0.000000 | 1.225916e+01, 1.235094e+01,  26.551939 : Overflow
2228 :  -2.300383,  -2.669780,  31.833900 |  -3.506263,  -3.682120,    0.000000 | 2.433551e-03, 2.317188e-03,   0.037888 :       OK
2229 :   1.013296,  -4.897855, -20.318241 |   2.365867,  -4.626843,    0.000000 | 2.727401e-03, 1.393490e-03,   0.033784 :       OK
2230 :  -1.643269,   2.716232,  37.134440 |  -0.094888,   1.797135,    0.000000 | 1.077815e-03, 5.629796e-05,   0.034364 :       OK
2231 :  -3.753790,   1.661857,  35.051588 |  -2.818880,  -0.381474,    0.000000 | 6.702901e-05, 4.988606e-04,   0.010141 :       OK
2232 :   2.534648,   7.988199, -38.551890 |  -2.206706,   6.662025,    0.000000 | 4.672927e-03, 1.545436e-03,   0.040196 :       OK
2233 :   4.797800,   5.263479, -56.263794 |   1.047748,   2.079374,    0.000000 | 4.538077e-04, 2.283799e-04,   0.012510 :       OK
2234 :  -0.464636,   2.100230,   2.360412 |  -0.314058,   1.728324,    0.000000 | 5.049696e-03, 9.101750e-04,   0.167448 :       OK
2235 :   0.554298,  -4.853368, -13.881071 |   1.458763,  -4.258528,    0.000000 | 2.987801e-03, 1.021951e-03,   0.040207 :       OK
2236 :   2.074994,   6.059397,  37.420883 |   5.624611,   7.345218,    0.000000 | 1.254305e+00, 1.497215e+01,   8.686116 : Overflow
2237 :   2.396508,  -1.229536, -37.968674 |   3.168105,  -2.668960,    0.000000 | 7.692211e-04, 9.133213e-04,   0.016527 :       OK
2238 :   0.004502,   5.159198,  34.759326 |   2.763847,   5.095671,    0.000000 | 4.765170e-03, 2.582445e-03,   0.053598 :       OK
2239 :  -3.024167,   5.952887, -33.946056 |  -6.063669,   7.407470,    0.000000 | 1.803185e+00, 1.444235e+01,  12.160944 : Overflow
2240 :  -2.557580,  -6.969756, -41.693264 |   1.880491,  -5.699105,    0.000000 | 3.980766e-03, 1.311454e-03,   0.040028 :       OK
2241 :  -4.486296,  -4.528339, -15.361818 |  -2.837689,  -2.883303,    0.000000 | 2.307003e-03, 2.270466e-03,   0.045871 :       OK
2242 :   5.179708,   0.526589,  26.091727 |   4.957369,   2.508667,    0.000000 | 9.276160e-04, 1.831384e-03,   0.021160 :       OK
2243 :   7.423079,  -7.377885,   4.134490 |   5.733426,  -5.693118,    0.000000 | 3.969702e-03, 3.997767e-03,   0.039928 :       OK
2244 :  -7.945751,   1.669908,  13.435723 |  -6.447429,  -0.136376,    0.000000 | 9.833027e-05, 4.780722e-03,   0.042485 :       OK
2245 :  -7.513124,   0.443687,  -5.134979 |  -6.292346,   0.929119,    0.000000 | 5.353067e-04, 3.638894e-03,   0.033137 :       OK
2246 :  -5.709839,   0.651058, -17.524666 |  -5.129101,   2.037560,    0.000000 | 1.350061e-03, 3.402611e-03,   0.038018 :       OK
2247 :   0.232616,   4.355128, -58.839038 |  -4.094642,   5.457877,    0.000000 | 1.167393e-03, 8.762562e-04,   0.012247 :       OK
2248 :  -2.479061,   5.288362, -33.743699 |  -5.160641,   6.454209,    0.000000 | 5.082706e-03, 4.062931e-03,   0.045142 :       OK
2249 :  -2.629792,  -5.699696, -30.545420 |   0.142861,  -4.198430,    0.000000 | 3.289011e-03, 1.138609e-04,   0.044884 :       OK
2250 :   4.270636,  -1.785722,  16.986637 |   3.254812,  -0.481291,    0.000000 | 4.381486e-04, 2.975565e-03,   0.052385 :       OK
2251 :  -3.793762,  -0.641222,  57.741667 |  -5.518250,  -4.563367,    0.000000 | 7.622397e-04, 9.221082e-04,   0.009583 :       OK
2252 :   0.450483,   4.984135, -13.557269 |  -0.603437,   4.162786,    0.000000 | 3.786742e-03, 5.465984e-04,   0.052125 :       OK
2253 :  -6.133899,  -7.730863,  -1.307515 |  -4.944718,  -6.300437,    0.000000 | 1.330810e-01, 1.038955e-01,   1.220345 :       OK
2254 :  -3.380296,  -7.683978, -37.235764 |   1.023217,  -5.816627,    0.000000 | 4.563346e-03, 8.053841e-04,   0.044946 :       OK
2255 :   0.044489,   5.465470,  55.477623 |   5.165904,   6.874064,    0.000000 | 1.839191e-03, 1.382748e-03,   0.015321 :       OK
2256 :   2.939878,   1.375851, -25.419717 |   2.160218,   0.137729,    0.000000 | 5.144342e-05, 8.146843e-04,   0.021609 :       OK
2257 :   1.243299,   2.609441,   5.562886 |   1.247091,   2.275802,    0.000000 | 5.322209e-04, 2.913477e-04,   0.013405 :       OK
2258 :  -6.574585,   6.286625,  21.123267 |  -3.863394,   3.517927,    0.000000 | 3.346600e-03, 3.674803e-03,   0.054467 :       OK
2259 :  -0.832185,  -2.851195, -10.141925 |  -0.280405,  -2.280160,    0.000000 | 1.941495e-04, 2.350775e-05,   0.004880 :       OK
2260 :   2.381818,   2.363726,  -0.787491 |   1.949617,   1.934397,    0.000000 | 5.786691e-02, 5.833632e-02,   1.740369 :       OK
2261 :  -5.963013,  -2.952370,  29.835667 |  -6.968284,  -5.484151,    0.000000 | 2.747220e-03, 3.491639e-03,   0.028722 :       OK
2262 :   6.989215,  -1.346574,  16.567796 |   5.716059,   0.536071,    0.000000 | 3.815096e-04, 4.093001e-03,   0.041029 :       OK
2263 :  -0.311742,  -1.374446,  59.523945 |  -1.821063,  -2.133090,    0.000000 | 4.520382e-05, 3.850181e-05,   0.001222 :       OK
2264 :  -6.664437,   1.726242,  39.586632 |  -5.832990,  -2.344002,    0.000000 | 2.136320e-03, 5.309202e-03,   0.052138 :       OK
2265 :   1.233984,  -0.153624, -52.293719 |   1.614040,  -1.254164,    0.000000 | 1.185898e-03, 1.526702e-03,   0.054222 :       OK
2266 :  -1.460241,  -5.444001,  -9.860762 |  -0.448381,  -4.374833,    0.000000 | 3.793333e-03, 3.911070e-04,   0.049677 :       OK
2267 :   3.358838,  -3.441707,  13.054164 |   2.203436,  -2.289794,    0.000000 | 9.385260e-05, 9.027464e-05,   0.002357 :       OK
2268 :  -7.475594,   7.430378,  48.794785 |  -2.682942,   2.595018,    0.000000 | 1.157207e-03, 1.196348e-03,   0.025535 :       OK
2269 :  -7.099772,  -1.494688,  27.037036 |  -7.166669,  -4.265262,    0.000000 | 2.148199e-03, 3.611723e-03,   0.028885 :       OK
2270 :  -2.651736,   3.838834,  45.457569 |  -0.129133,   2.306907,    0.000000 | 6.566323e-05, 3.321035e-06,   0.001632 :       OK
2271 :  -6.199220,   2.830619, -21.992828 |  -6.451512,   4.547320,    0.000000 | 2.280956e-03, 3.237419e-03,   0.028763 :       OK
2272 :   5.471384,  -1.389905,  49.154250 |   5.200459,   2.786183,    0.000000 | 2.392985e-03, 4.470207e-03,   0.049266 :       OK
2273 :  -1.151512,  -2.875560,  22.551227 |  -1.994059,  -2.959171,    0.000000 | 1.420167e-03, 9.565416e-04,   0.027508 :       OK
2274 :  -7.682942,   4.169776,  51.155921 |  -5.573198,  -1.545781,    0.000000 | 9.587661e-04, 3.463289e-03,   0.035610 :       OK
2275 :  -1.900209,   0.855958,  30.584756 |  -1.409388,  -0.068350,    0.000000 | 6.853340e-06, 1.364912e-04,   0.005548 :       OK
2276 :  -0.720387,   4.513401, -13.229816 |  -1.486242,   3.984676,    0.000000 | 3.583607e-03, 1.338565e-03,   0.051517 :       OK
2277 :  -4.437076,   0.476899,   1.821492 |  -3.671082,   0.278854,    0.000000 | 3.158372e-03, 4.523864e-02,   0.706368 :       OK
2278 :   2.580878,   1.762658, -10.112932 |   1.915510,   1.105503,    0.000000 | 6.529388e-04, 1.132091e-03,   0.033873 :       OK
2279 :   1.458416,  -1.174167,  11.218554 |   1.041449,  -0.754570,    0.000000 | 6.227707e-04, 8.598849e-04,   0.047328 :       OK
2280 :   5.411503,   0.147445,  17.825407 |   4.748118,   1.547968,    0.000000 | 8.099372e-05, 2.505377e-04,   0.003026 :       OK
2281 :  -4.553798,  -6.774935,  19.568697 |  -5.958773,  -7.268591,    0.000000 | 1.982493e+00, 1.421676e+01,  11.904227 : Overflow
2282 :  -6.605332,   6.949501,  25.543940 |  -3.377867,   3.823888,    0.000000 | 6.195630e-04, 5.471548e-04,   0.009292 :       OK
2283 :   4.655819,   4.517500, -17.580395 |   2.878288,   2.722295,    0.000000 | 8.621538e-04, 9.116231e-04,   0.018158 :       OK
2284 :   0.377529,   4.842115, -47.767419 |  -3.322877,   5.204506,    0.000000 | 4.943623e-04, 3.151228e-04,   0.005448 :       OK
2285 :   0.248723,  -5.058844,  41.417642 |  -3.043001,  -5.180565,    0.000000 | 1.064403e-03, 6.258309e-04,   0.011766 :       OK
2286 :  -3.538777,   0.172942, -52.629796 |  -4.415968,   3.301341,    0.000000 | 3.141336e-03, 4.203528e-03,   0.054566 :       OK
2287 :   3.214965,   6.055442,  10.251514 |   3.614371,   5.585204,    0.000000 | 7.021737e-04, 4.549504e-04,   0.007197 :       OK
2288 :   5.925965,  -0.561969, -51.277739 |   7.496848,  -5.678095,    0.000000 | 4.507762e-03, 5.953664e-03,   0.045522 :       OK
2289 :   2.880942,  -1.751071,  -7.177441 |   2.591829,  -1.764670,    0.000000 | 1.592204e-03, 2.337377e-03,   0.051649 :       OK
2290 :   0.239533,   0.209012,  26.882377 |   0.305433,   0.289591,    0.000000 | 7.014866e-05, 7.398192e-05,   0.013868 :       OK
2291 :   6.832215,  -5.645767,  48.202417 |   3.373778,  -1.090386,    0.000000 | 1.384000e-04, 4.297796e-04,   0.007302 :       OK
2292 :   3.128789,  -1.783687,  22.729157 |   2.200524,  -0.540925,    0.000000 | 1.730273e-04, 7.056383e-04,   0.018376 :       OK
2293 :  -7.376947,   3.368800,  55.607559 |  -6.078266,  -2.699933,    0.000000 | 1.265733e-04, 2.867259e-04,   0.002707 :       OK
2294 :  -5.146764,  -4.399838,  27.191740 |  -6.559176,  -6.173581,    0.000000 | 4.336846e-03, 4.607398e-03,   0.040225 :       OK
2295 :  -0.902624,  -3.571777, -59.229336 |   2.453300,  -3.773830,    0.000000 | 2.787111e-03, 1.810921e-03,   0.042331 :       OK
2296 :   0.435774,   1.310796,   7.352441 |   0.504537,   1.143172,    0.000000 | 2.282876e-04, 1.005879e-04,   0.011446 :       OK
2297 :   2.736148,  -5.310685, -32.225078 |   5.250307,  -6.467616,    0.000000 | 1.810873e+00, 1.444099e+01,  13.881922 : Overflow
2298 :  -4.414014,  -4.130455,  18.879331 |  -5.013200,  -4.843959,    0.000000 | 4.196566e-03, 4.343373e-03,   0.049670 :       OK
2299 :  -1.548146,  -2.509079,  38.193944 |  -3.073743,  -3.483147,    0.000000 | 1.091754e-03, 9.632756e-04,   0.017969 :       OK
2300 :  -3.937308,   2.045373,  47.660537 |  -2.883797,  -0.723074,    0.000000 | 1.316568e-04, 5.269748e-04,   0.010473 :       OK
2301 :   2.216484,   0.103011, -58.403325 |   2.777323,  -2.082830,    0.000000 | 8.155317e-06, 1.060247e-05,   0.000212 :       OK
2302 :   4.900673,  -4.186564,   1.331536 |   3.986846,  -3.380359,    0.000000 | 6.971657e-02, 8.251313e-02,   1.196324 :       OK
2303 :  -1.593998,   5.848823, -17.064616 |  -2.848694,   5.469881,    0.000000 | 2.442710e-03, 1.271133e-03,   0.025595 :       OK
2304 :   6.968021,   4.891923,  -3.283009 |   5.558711,   3.734411,    0.000000 | 1.836062e-03, 2.734275e-03,   0.028194 :       OK
2305 :  -3.580213,   3.336976,  54.068466 |  -1.376239,   0.857650,    0.000000 | 4.560735e-04, 7.314373e-04,   0.030441 :       OK
2306 :  -0.014320,  -3.114768,  -9.246306 |   0.406870,  -2.616380,    0.000000 | 1.261607e-04, 1.921564e-05,   0.002764 :       OK
2307 :  -3.546385,  -1.206369,  59.983770 |  -5.958354,  -5.276780,    0.000000 | 1.233670e-03, 1.393289e-03,   0.013408 :       OK
2308 :   0.582412,   1.186487, -43.890527 |  -0.197994,   0.880305,    0.000000 | 2.841783e-05, 6.529309e-06,   0.001848 :       OK
2309 :   4.570351,  -5.255729,  -7.647331 |   4.410035,  -4.907690,    0.000000 | 2.518187e-03, 2.263116e-03,   0.029384 :       OK
2310 :   3.264974,   1.124655,  16.057066 |   3.081273,   1.739337,    0.000000 | 6.708850e-04, 1.187627e-03,   0.022076 :       OK
2311 :   4.138757,  -0.439723,  58.085113 |   4.918855,   3.540352,    0.000000 | 1.067724e-03, 1.484137e-03,   0.017296 :       OK
2312 :   3.313764,  -3.257459,  43.677600 |   1.322133,  -1.221999,    0.000000 | 1.930111e-04, 2.087981e-04,   0.009039 :       OK
2313 :   1.060171,   6.319943,  37.932703 |   4.810803,   7.061960,    0.000000 | 2.397587e-03, 1.634121e-03,   0.019444 :       OK
2314 :  -0.113450,   4.725248,   1.115770 |  -0.017796,   3.919834,    0.000000 | 9.661116e-02, 7.525243e-04,   1.412090 :       OK
2315 :  -7.096830,  -7.643310, -11.932058 |  -4.686608,  -5.245055,    0.000000 | 4.922937e-04, 4.397104e-04,   0.005386 :       OK
2316 :  -3.327267,   6.525037, -30.901936 |  -6.236120,   7.783434,    0.000000 | 3.536649e-01, 1.559476e+01,   0.570988 : Overflow
2317 :   6.638644,  -2.892331,  -9.861726 |   6.005553,  -3.388472,    0.000000 | 1.392074e+01, 2.823181e+00,  21.611198 : Overflow
2318 :  -4.042161,  -2.153204,  49.502091 |  -6.428780,  -5.768137,    0.000000 | 5.089319e-03, 5.671443e-03,   0.050518 :       OK
2319 :   7.071168,   5.724631,  -4.266067 |   5.529786,   4.326085,    0.000000 | 3.955659e-03, 5.057874e-03,   0.052432 :       OK
2320 :  -6.708048,  -7.163717, -32.289868 |  -2.943612,  -3.607916,    0.000000 | 2.912568e-03, 2.376886e-03,   0.046230 :       OK
