Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular vectoring test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
7585 :  -0.305335,   0.818032,   0.000000 |   1.437883,   0.000000,  110.468346 | 2.058167e+00, 9.510140e-01, 2.033398e+00 : 101,  1 :  56
7586 :   0.651612,   0.167073,   0.000000 |   1.107759,   0.000000,   14.380829 | 2.028005e+00, 3.099576e-01, 9.982124e+00 : 100,  2 :  57
7587 :  -0.435880,   0.179724,   0.000000 |   0.776412,   0.000000,  157.592492 | 3.697486e-09, 9.313226e-10, 9.967493e-09 : 001, -1 :  84
7588 :  -0.683124,  -0.672466,   0.000000 |   1.578545,   0.000000, -135.450466 | 2.217627e+00, 3.328635e-01, 2.611458e+01 : 100,  1 :  56
7589 :  -0.525792,   0.091594,   0.000000 |   0.878892,   0.000000,  170.118157 | 2.361327e-09, 4.656613e-10, 1.362571e-08 : 001, -1 :  84
7590 :   0.260821,   0.665508,   0.000000 |   1.177092,   0.000000,   68.599122 | 2.033800e+00, 2.763101e-01, 1.107031e+01 : 100,  2 :  57
7591 :  -0.046236,   0.514072,   0.000000 |   0.849970,   0.000000,   95.139390 | 3.300358e-09, 9.313226e-10, 1.920978e-07 : 001, -1 :  84
7592 :   0.400216,   0.468033,   0.000000 |   1.014099,   0.000000,   49.466239 | 2.001734e+00, 7.834209e-02, 2.638782e+00 : 100,  4 :  59
7593 :   0.584682,  -0.622816,   0.000000 |   1.406754,   0.000000,  -46.808840 | 2.180189e+00, 4.343849e-01, 2.475621e+01 : 100,  1 :  56
7594 :   0.737543,  -0.642346,   0.000000 |   1.610611,   0.000000,  -41.053474 | 2.183123e+00, 4.052525e-01, 2.261852e+01 : 100,  1 :  56
7595 :  -0.220370,  -0.770153,   0.000000 |   1.319155,   0.000000, -105.967854 | 2.040110e+00, 2.381675e-01, 1.156915e+01 : 100,  2 :  57
7596 :   0.309614,   0.725887,   0.000000 |   1.299556,   0.000000,   66.900168 | 2.055919e+00, 8.985218e-01, 4.664883e+00 : 100,  1 :  56
7597 :   0.237492,  -0.675297,   0.000000 |   1.178818,   0.000000,  -70.623954 | 2.042480e+00, 2.356672e-01, 1.309515e+01 : 100,  2 :  57
7598 :  -0.076720,  -0.975884,   0.000000 |   1.612005,   0.000000,  -94.495108 | 2.109820e+00, 6.271379e-01, 1.393984e+01 : 110,  1 :  56
7599 :   0.670299,   0.857259,   0.000000 |   1.792016,   0.000000,   51.977816 | 2.170977e+00, 4.231811e-01, 1.958723e+01 : 100,  1 :  56
7600 :   0.022013,   0.380662,   0.000000 |   0.627906,   0.000000,   86.690396 | 3.394709e-09, -0.000000e+00, 8.942442e-08 : 000, -1 :  84
7601 :  -0.104612,   0.578067,   0.000000 |   0.967401,   0.000000,  100.257668 | 4.590341e-09, 9.313226e-10, 2.651389e-07 : 001, -1 :  84
7602 :   0.527089,  -0.487239,   0.000000 |   1.182031,   0.000000,  -42.750146 | 2.147777e+00, 5.326864e-01, 2.431520e+01 : 100,  1 :  56
7603 :   0.886556,  -0.503294,   0.000000 |   1.678796,   0.000000,  -29.583384 | 2.097315e+00, 6.883373e-01, 1.114844e+01 : 100,  1 :  56
7604 :  -0.002861,   0.402234,   0.000000 |   0.662400,   0.000000,   90.407478 | 3.223079e-09, 4.656613e-10, 8.897956e-09 : 001, -1 :  84
7605 :  -0.122068,   0.896306,   0.000000 |   1.489627,   0.000000,   97.755376 | 2.084134e+00, 7.349482e-01, 1.067957e+01 : 111,  1 :  56
7606 :   0.949800,  -0.296441,   0.000000 |   1.638503,   0.000000,  -17.333596 | 2.065583e+00, 9.697612e-01, 1.101353e+00 : 110,  1 :  56
7607 :  -0.885645,  -0.622628,   0.000000 |   1.782790,   0.000000, -144.891924 | 2.143009e+00, 5.088802e-01, 1.667313e+01 : 100,  1 :  56
7608 :  -0.310771,  -0.646870,   0.000000 |   1.181795,   0.000000, -115.660682 | 2.020424e+00, 3.612989e-01, 6.810510e+00 : 100,  2 :  57
7609 :  -0.658035,   0.149655,   0.000000 |   1.111297,   0.000000,  167.187347 | 2.023283e+00, 3.390654e-01, 8.413947e+00 : 101,  2 :  57
7610 :   0.483232,   0.348429,   0.000000 |   0.981055,   0.000000,   35.793063 | 4.666538e-10, 4.656613e-10, 2.467658e-07 : 000, -1 :  84
7611 :  -0.367208,  -0.709183,   0.000000 |   1.315124,   0.000000, -117.374690 | 2.067745e+00, 8.037792e-01, 8.939741e+00 : 100,  1 :  56
7612 :  -0.566257,  -0.834127,   0.000000 |   1.660222,   0.000000, -124.171083 | 2.125902e+00, 5.676779e-01, 1.573613e+01 : 100,  1 :  56
7613 :  -0.362924,  -0.809352,   0.000000 |   1.460672,   0.000000, -114.152097 | 2.065182e+00, 8.602898e-01, 5.717148e+00 : 100,  1 :  56
7614 :   0.884417,  -0.213918,   0.000000 |   1.498421,   0.000000,  -13.597264 | 2.064836e+00, 8.786689e-01, 4.837685e+00 : 110,  1 :  56
7615 :   0.857069,   0.899575,   0.000000 |   2.046097,   0.000000,   46.386115 | 2.268200e+00, 1.641835e-01, 2.517894e+01 : 100,  1 :  56
7616 :   0.709085,  -0.204679,   0.000000 |   1.215367,   0.000000,  -16.100872 | 2.037518e+00, 2.560328e-01, 1.170217e+01 : 100,  2 :  57
7617 :  -0.963926,   0.600216,   0.000000 |   1.869934,   0.000000,  148.090347 | 2.123937e+00, 5.816384e-01, 1.347470e+01 : 101,  1 :  56
7618 :   0.324814,   0.531863,   0.000000 |   1.026267,   0.000000,   58.587231 | 2.008397e+00, 1.418214e-01, 6.066593e+00 : 100,  3 :  58
7619 :  -0.743533,   0.920743,   0.000000 |   1.948897,   0.000000,  128.922114 | 2.196016e+00, 3.450722e-01, 2.048717e+01 : 101,  1 :  56
7620 :   0.773325,   0.746020,   0.000000 |   1.769464,   0.000000,   43.970429 | 2.236467e+00, 2.676323e-01, 2.553548e+01 : 100,  1 :  56
7621 :   0.840454,  -0.691226,   0.000000 |   1.791987,   0.000000,  -39.435347 | 2.185693e+00, 3.833886e-01, 2.100040e+01 : 100,  1 :  56
7622 :  -0.285472,   0.742600,   0.000000 |   1.310131,   0.000000,  111.027835 | 2.053495e+00, 9.430928e-01, 2.592886e+00 : 101,  1 :  56
7623 :   0.647312,  -0.815421,   0.000000 |   1.714470,   0.000000,  -51.556123 | 2.167682e+00, 4.367424e-01, 2.000893e+01 : 100,  1 :  56
7624 :  -0.324089,  -0.525462,   0.000000 |   1.016658,   0.000000, -121.665048 | 2.008800e+00, 1.383954e-01, 6.318872e+00 : 100,  3 :  58
7625 :   0.860865,  -0.907681,   0.000000 |   2.060079,   0.000000,  -46.516322 | 2.268125e+00, 1.625422e-01, 2.504873e+01 : 100,  1 :  56
7626 :  -0.598466,   0.556442,   0.000000 |   1.345705,   0.000000,  137.083928 | 2.169786e+00, 4.645703e-01, 2.448112e+01 : 101,  1 :  56
7627 :   0.860945,   0.568094,   0.000000 |   1.698605,   0.000000,   33.418794 | 2.123141e+00, 5.783318e-01, 1.498384e+01 : 100,  1 :  56
7628 :  -0.355606,   0.666816,   0.000000 |   1.244474,   0.000000,  118.070512 | 2.066448e+00, 7.999996e-01, 9.635563e+00 : 101,  1 :  56
7629 :   0.272582,   0.943524,   0.000000 |   1.617299,   0.000000,   73.886115 | 2.065721e+00, 9.371109e-01, 2.321064e+00 : 110,  1 :  56
7630 :   0.245889,  -0.692296,   0.000000 |   1.209820,   0.000000,  -70.446012 | 2.042760e+00, 2.323386e-01, 1.291720e+01 : 100,  2 :  57
7631 :  -0.213311,   0.803644,   0.000000 |   1.369234,   0.000000,  104.865242 | 2.057113e+00, 9.181448e-01, 3.569706e+00 : 111,  1 :  56
7632 :   0.846145,   0.390506,   0.000000 |   1.534633,   0.000000,   24.773888 | 2.070162e+00, 8.373134e-01, 6.338939e+00 : 100,  1 :  56
7633 :  -0.154030,  -0.682172,   0.000000 |   1.151654,   0.000000, -102.723614 | 2.023871e+00, 3.349735e-01, 8.324908e+00 : 100,  2 :  57
7634 :  -0.931045,  -0.383286,   0.000000 |   1.658046,   0.000000, -157.624360 | 2.069835e+00, 8.905934e-01, 3.940691e+00 : 100,  1 :  56
7635 :   0.789822,   0.162527,   0.000000 |   1.327899,   0.000000,   11.627800 | 2.024123e+00, 3.346221e-01, 7.229095e+00 : 100,  2 :  57
7636 :  -0.474929,  -0.877679,   0.000000 |   1.643363,   0.000000, -118.418666 | 2.089380e+00, 7.264461e-01, 9.983717e+00 : 100,  1 :  56
7637 :  -0.448041,   0.254535,   0.000000 |   0.848567,   0.000000,  150.398773 | 2.833058e-09, -0.000000e+00, 2.668576e-07 : 001, -1 :  84
7638 :   0.477615,   0.354653,   0.000000 |   0.979642,   0.000000,   36.595745 | 3.777961e-09, 4.656613e-10, 3.821887e-07 : 000, -1 :  84
7639 :  -0.495461,  -0.986426,   0.000000 |   1.817801,   0.000000, -116.669392 | 2.090431e+00, 7.500221e-01, 8.234443e+00 : 100,  1 :  56
7640 :   0.513337,  -0.349628,   0.000000 |   1.022789,   0.000000,  -34.258321 | 2.007080e+00, 1.550981e-01, 5.337888e+00 : 100,  3 :  58
7641 :  -0.457493,  -0.627096,   0.000000 |   1.278283,   0.000000, -126.112342 | 2.108892e+00, 6.273080e-01, 1.767739e+01 : 100,  1 :  56
7642 :  -0.936506,   0.483401,   0.000000 |   1.735532,   0.000000,  152.698336 | 2.089073e+00, 7.431513e-01, 8.866715e+00 : 101,  1 :  56
7643 :   0.001930,  -0.743255,   0.000000 |   1.223967,   0.000000,  -89.851249 | 2.015936e+00, 5.897712e-01, 4.249954e+00 : 100,  2 :  57
7644 :   0.118083,  -0.148482,   0.000000 |   0.312409,   0.000000,  -51.505866 | 3.124157e-09, 4.656613e-10, 3.324121e-07 : 000, -1 :  84
7645 :   0.506070,  -0.256758,   0.000000 |   0.934501,   0.000000,  -26.901239 | 3.623613e-09, 4.656613e-10, 5.734633e-08 : 000, -1 :  84
7646 :  -0.022821,  -0.229620,   0.000000 |   0.379993,   0.000000,  -95.675706 | 4.161005e-09, -0.000000e+00, 9.103761e-08 : 000, -1 :  84
7647 :   0.332937,  -0.368278,   0.000000 |   0.817557,   0.000000,  -47.885227 | 5.296518e-09, 4.656613e-10, 1.168842e-07 : 000, -1 :  84
7648 :  -0.616856,   0.343706,   0.000000 |   1.162857,   0.000000,  150.873910 | 2.013937e+00, 4.328462e-01, 3.345102e+00 : 101,  2 :  57
7649 :  -0.601925,  -0.366997,   0.000000 |   1.160937,   0.000000, -148.629106 | 2.012168e+00, 4.779365e-01, 1.100298e+00 : 100,  2 :  57
7650 :  -0.122567,   0.378396,   0.000000 |   0.655002,   0.000000,  107.947784 | 3.706387e-09, 1.396984e-09, 3.335849e-07 : 001, -1 :  84
7651 :  -0.553665,   0.901501,   0.000000 |   1.742182,   0.000000,  121.556545 | 2.113099e+00, 6.202530e-01, 1.312160e+01 : 101,  1 :  56
7652 :  -0.274233,  -0.986686,   0.000000 |   1.686425,   0.000000, -105.532357 | 2.069279e+00, 9.180056e-01, 2.902592e+00 : 110,  1 :  56
7653 :   0.546383,   0.127876,   0.000000 |   0.924076,   0.000000,   13.172477 | 2.897221e-09, 9.313226e-10, 8.996853e-08 : 000, -1 :  84
7654 :   0.255416,  -0.669512,   0.000000 |   1.180032,   0.000000,  -69.118329 | 2.035964e+00, 2.653746e-01, 1.158952e+01 : 100,  2 :  57
7655 :  -0.518309,   0.910987,   0.000000 |   1.725991,   0.000000,  119.637840 | 2.100356e+00, 6.780303e-01, 1.120289e+01 : 101,  1 :  56
7656 :   0.948333,   0.417498,   0.000000 |   1.706318,   0.000000,   23.761189 | 2.075069e+00, 8.479200e-01, 5.326241e+00 : 100,  1 :  56
7657 :   0.131762,   0.627882,   0.000000 |   1.056492,   0.000000,   78.148391 | 2.019714e+00, 3.643725e-01, 7.452904e+00 : 100,  2 :  57
7658 :  -0.866092,  -0.150235,   0.000000 |   1.447545,   0.000000, -170.159249 | 2.073289e+00, 7.923057e-01, 8.594198e+00 : 110,  1 :  56
7659 :  -0.562662,  -0.479410,   0.000000 |   1.217291,   0.000000, -139.567693 | 2.133594e+00, 5.622160e-01, 2.199736e+01 : 100,  1 :  56
7660 :  -0.374928,   0.061534,   0.000000 |   0.625677,   0.000000,  170.679657 | 1.229576e-09, 4.656613e-10, 3.517277e-07 : 001, -1 :  84
7661 :   0.043351,   0.218465,   0.000000 |   0.366774,   0.000000,   78.776263 | 4.421564e-09, 9.313226e-10, 1.875514e-07 : 000, -1 :  84
7662 :  -0.858481,  -0.425745,   0.000000 |   1.578012,   0.000000, -153.621888 | 2.077419e+00, 7.906230e-01, 7.943163e+00 : 100,  1 :  56
7663 :   0.213344,  -0.585185,   0.000000 |   1.025704,   0.000000,  -69.969406 | 2.001140e+00, 1.561108e-01, 1.739248e+00 : 100,  4 :  59
7664 :  -0.136218,  -0.448839,   0.000000 |   0.772420,   0.000000, -106.882485 | 5.944469e-09, 9.313226e-10, 1.523138e-07 : 000, -1 :  84
7665 :  -0.890864,   0.916590,   0.000000 |   2.104877,   0.000000,  134.184531 | 2.284559e+00, 1.219994e-01, 2.574958e+01 : 101,  1 :  56
7666 :  -0.038083,  -0.353255,   0.000000 |   0.585096,   0.000000,  -96.153024 | 4.494988e-09, -0.000000e+00, 3.170425e-08 : 000, -1 :  84
7667 :  -0.970525,   0.785859,   0.000000 |   2.056469,   0.000000,  141.002041 | 2.207751e+00, 3.064747e-01, 2.056301e+01 : 101,  1 :  56
7668 :   0.442552,   0.619927,   0.000000 |   1.254310,   0.000000,   54.477788 | 2.103144e+00, 6.461350e-01, 1.708726e+01 : 100,  1 :  56
7669 :  -0.298588,   0.791834,   0.000000 |   1.393587,   0.000000,  110.660671 | 2.056542e+00, 9.480348e-01, 2.225722e+00 : 101,  1 :  56
7670 :  -0.841960,   0.679628,   0.000000 |   1.781845,   0.000000,  141.089604 | 2.179092e+00, 4.015377e-01, 2.047545e+01 : 101,  1 :  56
7671 :  -0.781828,  -0.107800,   0.000000 |   1.299665,   0.000000, -172.149421 | 2.015719e+00, 4.225529e-01, 3.451874e+00 : 100,  2 :  57
7672 :   0.321476,   0.031530,   0.000000 |   0.531935,   0.000000,    5.601545 | 5.467448e-09, -0.000000e+00, 1.921814e-08 : 000, -1 :  84
7673 :  -0.282746,   0.962478,   0.000000 |   1.651947,   0.000000,  106.371165 | 2.066857e+00, 9.428806e-01, 2.063784e+00 : 111,  1 :  56
7674 :  -0.628681,  -0.405255,   0.000000 |   1.231742,   0.000000, -147.193691 | 2.086092e+00, 7.064575e-01, 1.437136e+01 : 100,  1 :  56
7675 :  -0.607487,  -0.507803,   0.000000 |   1.303860,   0.000000, -140.107470 | 2.138728e+00, 5.420386e-01, 2.145758e+01 : 100,  1 :  56
7676 :   0.529375,  -0.642836,   0.000000 |   1.371343,   0.000000,  -50.528605 | 2.142401e+00, 5.273563e-01, 2.103645e+01 : 100,  1 :  56
7677 :  -0.066014,   0.466605,   0.000000 |   0.776038,   0.000000,   98.052606 | 3.609581e-09, 4.656613e-10, 3.616675e-08 : 001, -1 :  84
7678 :  -0.104108,  -0.661773,   0.000000 |   1.103184,   0.000000,  -98.940335 | 2.014790e+00, 4.135457e-01, 4.541630e+00 : 100,  2 :  57
7679 :  -0.010813,  -0.847320,   0.000000 |   1.395447,   0.000000,  -90.731127 | 2.017200e+00, 5.883441e-01, 3.667578e+00 : 100,  2 :  57
7680 :   0.425512,  -0.372139,   0.000000 |   0.930889,   0.000000,  -41.171896 | 3.422694e-09, 9.313226e-10, 2.704650e-07 : 000, -1 :  84
7681 :   0.739652,  -0.991811,   0.000000 |   2.037445,   0.000000,  -53.285916 | 2.179903e+00, 3.864271e-01, 1.827914e+01 : 100,  1 :  56
7682 :   0.627829,  -0.529656,   0.000000 |   1.352655,   0.000000,  -40.152030 | 2.146084e+00, 5.194305e-01, 2.171708e+01 : 100,  1 :  56
7683 :  -0.813542,  -0.567456,   0.000000 |   1.633415,   0.000000, -145.103722 | 2.129373e+00, 5.555865e-01, 1.646133e+01 : 100,  1 :  56
7684 :   0.336314,   0.861838,   0.000000 |   1.523472,   0.000000,   68.682823 | 2.062559e+00, 9.264476e-01, 2.882228e+00 : 100,  1 :  56
7685 :   0.238480,  -0.421804,   0.000000 |   0.797943,   0.000000,  -60.517000 | 4.699295e-09, -0.000000e+00, 1.102249e-07 : 000, -1 :  84
7686 :   0.389345,  -0.369656,   0.000000 |   0.884105,   0.000000,  -43.514089 | 2.598066e-09, 1.396984e-09, 1.515602e-07 : 000, -1 :  84
7687 :   0.197136,  -0.058658,   0.000000 |   0.338701,   0.000000,  -16.570331 | 3.493187e-09, 9.313226e-10, 2.076035e-09 : 000, -1 :  84
7688 :   0.567092,   0.466834,   0.000000 |   1.209587,   0.000000,   39.461438 | 2.125532e+00, 5.832951e-01, 2.102649e+01 : 100,  1 :  56
7689 :  -0.268645,   0.950667,   0.000000 |   1.626828,   0.000000,  105.779531 | 2.066504e+00, 9.276338e-01, 2.655418e+00 : 111,  1 :  56
7690 :  -0.371977,  -0.123703,   0.000000 |   0.645542,   0.000000, -161.605174 | 2.006333e-09, -0.000000e+00, 4.295752e-07 : 000, -1 :  84
7691 :  -0.063454,  -0.727116,   0.000000 |   1.201937,   0.000000,  -94.987457 | 2.012441e+00, 4.877767e-01, 5.887514e-01 : 100,  2 :  57
7692 :   0.788755,   0.517462,   0.000000 |   1.553465,   0.000000,   33.266838 | 2.111601e+00, 6.181844e-01, 1.483189e+01 : 100,  1 :  56
7693 :   0.571285,   0.053823,   0.000000 |   0.944935,   0.000000,    5.382185 | 4.773287e-09, 4.656613e-10, 3.316690e-07 : 000, -1 :  84
7694 :  -0.508971,  -0.100058,   0.000000 |   0.854195,   0.000000, -168.878091 | 2.684074e-09, 1.862645e-09, 4.090481e-09 : 000, -1 :  84
7695 :  -0.934503,   0.813821,   0.000000 |   2.040655,   0.000000,  138.948691 | 2.231990e+00, 2.465195e-01, 2.261636e+01 : 101,  1 :  56
7696 :  -0.200467,  -0.092452,   0.000000 |   0.363537,   0.000000, -155.241574 | 3.988347e-09, 4.656613e-10, 1.171933e-07 : 000, -1 :  84
7697 :   0.393871,   0.216150,   0.000000 |   0.739861,   0.000000,   28.757341 | 4.548520e-09, 9.313226e-10, 3.823903e-07 : 000, -1 :  84
7698 :  -0.725664,  -0.883473,   0.000000 |   1.882725,   0.000000, -129.398879 | 2.194684e+00, 3.532407e-01, 2.096393e+01 : 100,  1 :  56
7699 :  -0.591750,   0.427249,   0.000000 |   1.201920,   0.000000,  144.170325 | 2.100671e+00, 6.550008e-01, 1.739473e+01 : 101,  1 :  56
7700 :  -0.338308,  -0.622526,   0.000000 |   1.166752,   0.000000, -118.521606 | 2.014759e+00, 4.204633e-01, 3.949586e+00 : 100,  2 :  57
7701 :   0.722774,  -0.712501,   0.000000 |   1.671329,   0.000000,  -44.589903 | 2.230916e+00, 2.926354e-01, 2.615495e+01 : 100,  1 :  56
7702 :   0.246936,  -0.370343,   0.000000 |   0.733006,   0.000000,  -56.305553 | 2.997649e-09, 9.313226e-10, 2.479901e-09 : 000, -1 :  84
7703 :   0.745487,   0.011296,   0.000000 |   1.227779,   0.000000,    0.868139 | 2.014951e+00, 5.748292e-01, 3.530567e+00 : 100,  2 :  57
7704 :   0.213257,  -0.583475,   0.000000 |   1.023010,   0.000000,  -69.922936 | 2.001112e+00, 1.552003e-01, 1.692778e+00 : 100,  4 :  59
7705 :  -0.049810,  -0.364826,   0.000000 |   0.606354,   0.000000,  -97.774624 | 3.671953e-09, 4.656613e-10, 5.485485e-08 : 000, -1 :  84
7706 :  -0.149936,   0.071132,   0.000000 |   0.273285,   0.000000,  154.619632 | 2.414601e-09, -0.000000e+00, 3.057269e-07 : 001, -1 :  84
7707 :   0.982278,   0.932719,   0.000000 |   2.230637,   0.000000,   43.517560 | 2.290860e+00, 9.206010e-02, 2.508261e+01 : 100,  1 :  56
7708 :  -0.045273,  -0.959769,   0.000000 |   1.582267,   0.000000,  -92.700664 | 2.119977e+00, 5.880244e-01, 1.573429e+01 : 110,  1 :  56
7709 :  -0.307692,   0.015033,   0.000000 |   0.507299,   0.000000,  177.202972 | 3.086217e-09, 4.656613e-10, 1.486025e-07 : 001, -1 :  84
7710 :   0.271415,   0.315796,   0.000000 |   0.685719,   0.000000,   49.322197 | 4.087952e-09, 9.313226e-10, 3.384407e-09 : 000, -1 :  84
7711 :  -0.308947,  -0.664505,   0.000000 |   1.206767,   0.000000, -114.935029 | 2.022745e+00, 3.433602e-01, 7.536163e+00 : 100,  2 :  57
7712 :  -0.689203,  -0.557290,   0.000000 |   1.459565,   0.000000, -141.040962 | 2.147116e+00, 5.086663e-01, 2.052409e+01 : 100,  1 :  56
7713 :   0.519789,  -0.682428,   0.000000 |   1.412656,   0.000000,  -52.704310 | 2.129120e+00, 5.615297e-01, 1.886074e+01 : 100,  1 :  56
7714 :  -0.605640,  -0.928622,   0.000000 |   1.825705,   0.000000, -123.112074 | 2.129953e+00, 5.558513e-01, 1.467713e+01 : 100,  1 :  56
7715 :  -0.970431,  -0.675581,   0.000000 |   1.947182,   0.000000, -145.155661 | 2.153746e+00, 4.718435e-01, 1.640939e+01 : 100,  1 :  56
7716 :   0.267074,   0.524013,   0.000000 |   0.968540,   0.000000,   62.993418 | 3.767143e-09, 1.396984e-09, 7.369365e-08 : 000, -1 :  84
7717 :  -0.936770,   0.189030,   0.000000 |   1.573730,   0.000000,  168.591522 | 2.074059e+00, 8.151603e-01, 7.026470e+00 : 111,  1 :  56
7718 :   0.122173,   0.343339,   0.000000 |   0.600125,   0.000000,   70.412505 | 3.263423e-09, 4.656613e-10, 1.904212e-07 : 000, -1 :  84
7719 :   0.033880,   0.023692,   0.000000 |   0.068080,   0.000000,   34.965343 | 4.643208e-09, 4.656613e-10, 7.172244e-07 : 000, -1 :  84
7720 :   0.381797,   0.292468,   0.000000 |   0.791998,   0.000000,   37.453280 | 3.186972e-09, 4.656613e-10, 2.523684e-07 : 000, -1 :  84
7721 :   0.493630,   0.527474,   0.000000 |   1.189663,   0.000000,   46.898319 | 2.151637e+00, 5.232914e-01, 2.466673e+01 : 100,  1 :  56
7722 :   0.077239,   0.774708,   0.000000 |   1.282083,   0.000000,   84.306404 | 2.013528e+00, 4.713256e-01, 1.294891e+00 : 100,  2 :  57
7723 :   0.286301,   0.510521,   0.000000 |   0.963883,   0.000000,   60.716234 | 2.900004e-09, 9.313226e-10, 5.282778e-08 : 000, -1 :  84
7724 :  -0.827446,  -0.857977,   0.000000 |   1.962888,   0.000000, -133.962209 | 2.262199e+00, 1.878199e-01, 2.552726e+01 : 100,  1 :  56
7725 :   0.377867,   0.853895,   0.000000 |   1.537690,   0.000000,   66.129603 | 2.067914e+00, 8.601477e-01, 5.435449e+00 : 100,  1 :  56
7726 :  -0.324721,  -0.139064,   0.000000 |   0.581710,   0.000000, -156.816577 | 2.735489e-09, 4.656613e-10, 7.206381e-08 : 000, -1 :  84
7727 :   0.958384,   0.623708,   0.000000 |   1.883013,   0.000000,   33.055731 | 2.133582e+00, 5.436298e-01, 1.462078e+01 : 100,  1 :  56
7728 :   0.878006,  -0.995412,   0.000000 |   2.185754,   0.000000,  -48.585978 | 2.253633e+00, 1.806962e-01, 2.297907e+01 : 100,  1 :  56
7729 :  -0.090843,  -0.441695,   0.000000 |   0.742590,   0.000000, -101.621901 | 3.425593e-09, 4.656613e-10, 8.811568e-09 : 000, -1 :  84
7730 :   0.574571,  -0.960268,   0.000000 |   1.842788,   0.000000,  -59.106035 | 2.115100e+00, 6.182771e-01, 1.245902e+01 : 100,  1 :  56
7731 :  -0.771118,  -0.352754,   0.000000 |   1.396408,   0.000000, -155.417881 | 2.063354e+00, 8.564275e-01, 6.147170e+00 : 100,  1 :  56
7732 :  -0.405400,  -0.622616,   0.000000 |   1.223489,   0.000000, -123.069121 | 2.086865e+00, 7.032075e-01, 1.463417e+01 : 100,  1 :  56
7733 :   0.512531,   0.020827,   0.000000 |   0.844713,   0.000000,    2.326985 | 2.281501e-09, 4.656613e-10, 9.156049e-08 : 000, -1 :  84
7734 :   0.500162,  -0.344089,   0.000000 |   0.999733,   0.000000,  -34.526268 | 4.018002e-09, 9.313226e-10, 1.985623e-07 : 000, -1 :  84
7735 :   0.076719,   0.868911,   0.000000 |   1.436455,   0.000000,   84.954272 | 2.014884e+00, 4.839460e-01, 6.470222e-01 : 100,  2 :  57
7736 :   0.788288,   0.225280,   0.000000 |   1.350091,   0.000000,   15.949066 | 2.055019e+00, 9.437756e-01, 2.485883e+00 : 110,  1 :  56
7737 :  -0.174700,  -0.392210,   0.000000 |   0.707051,   0.000000, -114.009422 | 1.478532e-09, -0.000000e+00, 4.765320e-08 : 000, -1 :  84
7738 :   0.443091,  -0.198765,   0.000000 |   0.799717,   0.000000,  -24.160463 | 4.206473e-09, 1.396984e-09, 2.251111e-07 : 000, -1 :  84
7739 :  -0.551043,   0.013859,   0.000000 |   0.907722,   0.000000,  178.559320 | 1.183016e-09, -0.000000e+00, 1.401599e-07 : 001, -1 :  84
7740 :  -0.818750,  -0.241859,   0.000000 |   1.405881,   0.000000, -163.542865 | 2.056827e+00, 9.534130e-01, 1.977814e+00 : 110,  1 :  56
