Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
7026 :  -0.955724,  -0.923663, -84.746378 |  -1.658770,   1.427963,    0.000000 | 1.795414e+00, 1.456208e+00, 1.318133e+01 : 100,  1 :  56
7027 :  -0.609832,  -0.471516, 157.921512 |   1.222463,   0.342062,    0.000000 | 2.071958e+00, 9.397041e-01, 3.643539e+00 : 100,  1 :  56
7028 :  -0.910742,  -0.036286, -39.858940 |  -1.189559,   0.915336,    0.000000 | 1.905539e+00, 6.683295e-01, 7.387747e+00 : 100,  2 :  57
7029 :  -0.549207,   0.796658,  66.076356 |  -1.565951,  -0.294709,    0.000000 | 2.096360e+00, 8.692276e-01, 5.488696e+00 : 100,  1 :  56
7030 :   0.583037,  -0.233518, -154.527895 |  -1.032177,  -0.065754,    0.000000 | 2.002539e+00, 2.475664e-01, 1.259292e-01 : 100,  3 :  58
7031 :  -0.943694,  -0.011541, 157.236969 |   1.440352,  -0.583765,    0.000000 | 2.132674e+00, 2.739010e-01, 9.708161e+00 : 100,  2 :  57
7032 :   0.415359,   0.384761, -174.910197 |  -0.625087,  -0.691792,    0.000000 | 2.028874e-09, 2.208230e-09, 8.381903e-08 : 000, -1 :  84
7033 :   0.039955,  -0.342192, -155.460789 |  -0.293888,   0.485284,    0.000000 | 2.057688e-09, 1.460226e-09, 1.676381e-07 : 000, -1 :  84
7034 :  -0.901795,  -0.078586,  19.629803 |  -1.355259,  -0.620778,    0.000000 | 2.184054e+00, 2.236516e-01, 1.284139e+01 : 100,  2 :  57
7035 :   0.259611,  -0.928174,  -3.932527 |   0.321685,  -1.554200,    0.000000 | 6.036449e-01, 2.032134e+00, 1.450242e+01 : 110,  1 :  56
7036 :  -0.988001,  -0.227891, -44.968398 |  -1.416316,   0.884317,    0.000000 | 1.820369e+00, 1.732154e+00, 2.653345e+01 : 110,  1 :  56
7037 :   0.858636,  -0.892263,  54.552640 |   2.017035,   0.299735,    0.000000 | 2.249323e+00, 4.579119e-01, 1.701241e+01 : 100,  1 :  56
7038 :   0.739058,  -0.031234, 120.266511 |  -0.568998,   1.077080,    0.000000 | 4.652689e-01, 2.033545e+00, 2.204681e+00 : 010,  2 :  57
7039 :   0.243761,   0.347855,  -9.829053 |   0.493312,   0.495899,    0.000000 | 2.614158e-09, 2.365277e-09, -0.000000e+00 : 000, -1 :  84
7040 :   0.409344,   0.973905, 108.640786 |  -1.735117,   0.126105,    0.000000 | 2.069588e+00, 9.990408e-01, 2.058373e-01 : 100,  1 :  56
7041 :  -0.747120,  -0.870258,  23.947344 |  -0.542727,  -1.809129,    0.000000 | 8.571751e-01, 2.130182e+00, 5.512395e+00 : 010,  1 :  56
7042 :   0.973804,  -0.378557, -105.034738 |  -1.018040,  -1.387016,    0.000000 | 1.963303e+00, 1.115589e+00, 3.400211e+00 : 100,  1 :  56
7043 :   0.405564,  -0.107392,  98.292007 |   0.078681,   0.686390,    0.000000 | 2.414501e-09, 3.701428e-10, 8.381903e-08 : 000, -1 :  84
7044 :   0.263922,   0.788179, 122.873447 |  -1.326007,  -0.339482,    0.000000 | 2.011778e+00, 6.587247e-01, 1.443850e+01 : 100,  1 :  56
7045 :   0.564696,   0.948107, 145.534425 |  -1.650247,  -0.760993,    0.000000 | 2.329149e+00, 6.211796e-01, 1.603063e+01 : 100,  1 :  56
7046 :  -0.032365,   0.534480,   0.124261 |  -0.055207,   0.880043,    0.000000 | 4.646813e-09, 2.304450e-09, 1.676381e-07 : 000, -1 :  84
7047 :  -0.336270,   0.168956, -67.532517 |   0.045489,   0.618052,    0.000000 | 1.982661e-09, 1.372695e-10, 8.381903e-08 : 000, -1 :  84
7048 :   0.626327,  -0.252368, -147.655173 |  -1.093726,  -0.200710,    0.000000 | 2.011705e+00, 4.996802e-01, 1.263656e-01 : 100,  2 :  57
7049 :   0.245949,  -0.592863, -83.624657 |  -0.925292,  -0.510924,    0.000000 | 3.567538e-09, 5.122887e-09, 8.381903e-08 : 000, -1 :  84
7050 :  -0.189613,  -0.368173, 114.845959 |   0.681374,  -0.028593,    0.000000 | 2.977309e-09, 9.706107e-10, 8.381903e-08 : 000, -1 :  84
7051 :   0.294446,  -0.900067, -126.707676 |  -1.478098,   0.497227,    0.000000 | 1.980775e+00, 1.488864e+00, 1.827273e+01 : 110,  1 :  56
7052 :   0.136655,   0.589977, -164.613431 |   0.040810,  -0.996437,    0.000000 | 6.171344e-09, 2.191036e-09, 8.381903e-08 : 000, -1 :  84
7053 :  -0.920328,  -0.128334,   9.825319 |  -1.457267,  -0.466859,    0.000000 | 1.140942e+00, 1.858068e-01, 8.609630e+00 : 010,  1 :  56
7054 :   0.125064,   0.009299,  45.568526 |   0.133242,   0.157787,    0.000000 | 2.613663e-10, 1.471316e-10, -0.000000e+00 : 000, -1 :  84
7055 :  -0.610008,  -0.633284, -56.728191 |  -1.423018,   0.267741,    0.000000 | 2.168088e+00, 6.693718e-01, 1.483686e+01 : 100,  1 :  56
7056 :   0.428920,  -0.929933,  82.408307 |   1.611268,   0.497823,    0.000000 | 2.001909e+00, 1.319409e+00, 1.084326e+01 : 100,  1 :  56
7057 :  -0.584945,   0.430305, 128.475274 |   0.044567,  -1.194997,    0.000000 | 6.024480e-01, 2.102427e+00, 2.004032e+01 : 010,  1 :  56
7058 :   0.088460,  -0.180044,  92.064346 |   0.291050,   0.156258,    0.000000 | 3.709068e-10, 1.046786e-09, -0.000000e+00 : 000, -1 :  84
7059 :   0.596657,   0.462453, -158.615625 |  -0.637229,  -1.067380,    0.000000 | 9.734704e-01, 7.537312e-02, 2.949426e+00 : 010,  1 :  56
7060 :   0.525710,   0.270082,  52.189120 |   0.179357,   0.956615,    0.000000 | 3.057480e-09, 9.445947e-10, -0.000000e+00 : 000, -1 :  84
7061 :  -0.177653,  -0.317324, 136.117167 |   0.573087,   0.173844,    0.000000 | 1.242777e-09, 3.604249e-09, 8.381903e-08 : 000, -1 :  84
7062 :   0.395157,  -0.951852,  95.430583 |   1.498852,   0.796152,    0.000000 | 1.268652e+00, 1.727492e+00, 1.300437e+01 : 010,  1 :  56
7063 :   0.288198,  -0.466791, -148.019353 |  -0.809688,   0.400666,    0.000000 | 2.038200e-10, 4.897912e-09, 8.381903e-08 : 000, -1 :  84
7064 :   0.504323,  -0.935998, -88.275865 |  -1.515680,  -0.876498,    0.000000 | 1.363844e+00, 1.652015e+00, 1.671081e+01 : 010,  1 :  56
7065 :  -0.926061,  -0.108124,  -3.142369 |  -1.532468,  -0.094190,    0.000000 | 2.089315e+00, 6.049653e-01, 1.529258e+01 : 110,  1 :  56
7066 :   0.196117,  -0.421512,  98.697429 |   0.637311,   0.424207,    0.000000 | 9.409034e-10, 2.621991e-09, -0.000000e+00 : 000, -1 :  84
7067 :  -0.168896,   0.537267,  91.143383 |  -0.879024,  -0.295730,    0.000000 | 2.003622e-09, 1.606592e-09, 8.381903e-08 : 000, -1 :  84
7068 :  -0.784362,   0.892632, -154.749939 |   1.795281,  -0.778522,    0.000000 | 2.172422e+00, 8.317556e-01, 6.815112e+00 : 100,  1 :  56
7069 :  -0.142136,   0.783426,  79.505427 |  -1.311167,   0.004836,    0.000000 | 2.020333e+00, 3.621211e-01, 6.095868e+00 : 100,  2 :  57
7070 :  -0.456855,  -0.534012,  60.677905 |   0.398292,  -1.086596,    0.000000 | 1.768445e-01, 2.032975e+00, 3.975919e+00 : 010,  3 :  58
7071 :  -0.902101,   0.754040, 143.632975 |   0.459926,  -1.880742,    0.000000 | 4.837940e-01, 2.298630e+00, 1.793208e+01 : 010,  1 :  56
7072 :   0.336975,   0.505425, -151.924221 |  -0.097899,  -0.995537,    0.000000 | 4.501466e-09, 2.026116e-09, 8.381903e-08 : 000, -1 :  84
7073 :   0.129969,   0.771957,  55.356960 |  -0.924186,   0.898727,    0.000000 | 2.353309e-02, 5.445578e-01, 2.171848e+00 : 100,  2 :  57
7074 :  -0.629547,  -0.186370, -66.314836 |  -0.697513,   0.826100,    0.000000 | 2.506996e-10, 4.096242e-10, 8.381903e-08 : 000, -1 :  84
7075 :  -0.115259,  -0.826161, -26.455575 |  -0.776031,  -1.133461,    0.000000 | 3.946586e-01, 2.098341e+00, 6.015617e+00 : 010,  2 :  57
7076 :   0.540182,  -0.174650, -169.157308 |  -0.927773,   0.115136,    0.000000 | 1.447373e-09, 1.897797e-09, 8.381903e-08 : 000, -1 :  84
7077 :  -0.488990,  -0.103120, -72.494733 |  -0.404164,   0.716879,    0.000000 | 5.010117e-09, 4.739252e-09, 1.676381e-07 : 000, -1 :  84
7078 :   0.544589,   0.163596, -114.257719 |  -0.122829,  -0.928307,    0.000000 | 9.489019e-10, 3.005962e-10, 8.381903e-08 : 000, -1 :  84
7079 :  -0.610421,   0.799753,  21.800118 |  -1.422424,   0.849509,    0.000000 | 2.106916e+00, 9.550899e-01, 3.365169e+00 : 100,  1 :  56
7080 :  -0.943787,  -0.406945, 129.839681 |   1.510240,  -0.764050,    0.000000 | 2.427929e+00, 5.518421e-01, 2.140473e+01 : 100,  1 :  56
7081 :  -0.365081,   0.248287, 159.797685 |   0.423017,  -0.591331,    0.000000 | 3.723835e-10, 3.609837e-10, 8.381903e-08 : 000, -1 :  84
7082 :  -0.986031,  -0.191576,  -2.091587 |  -1.634189,  -0.256008,    0.000000 | 2.059354e+00, 5.383411e-01, 1.634336e+01 : 110,  1 :  56
7083 :  -0.592909,   0.392892, 113.603174 |  -0.201929,  -1.153753,    0.000000 | 3.195018e-01, 1.994723e+00, 8.868018e+00 : 010,  2 :  57
7084 :  -0.582563,   0.946583, -91.002406 |   1.575339,   0.931924,    0.000000 | 1.864184e+00, 1.531371e+00, 1.743254e+01 : 100,  1 :  56
7085 :   0.854496,  -0.835661, -56.433277 |  -0.368629,  -1.933372,    0.000000 | 5.423851e-01, 2.233798e+00, 1.513177e+01 : 010,  1 :  56
7086 :  -0.410721,  -0.071658, 117.348096 |   0.415530,  -0.546553,    0.000000 | 4.025888e-10, 3.724999e-10, -0.000000e+00 : 000, -1 :  84
7087 :   0.396686,   0.692232, -51.022853 |   1.297084,   0.209202,    0.000000 | 2.060394e+00, 5.418850e-01, 2.054220e+01 : 100,  1 :  56
7088 :  -0.341070,   0.592874, -150.811211 |   0.966481,  -0.578429,    0.000000 | 5.650026e-09, 2.417567e-09, 8.381903e-08 : 000, -1 :  84
7089 :  -0.789240,  -0.018610, 110.259510 |   0.478797,  -1.208670,    0.000000 | 2.626235e-01, 2.139749e+00, 1.221168e+01 : 010,  2 :  57
7090 :   0.385976,   0.961018,  96.766967 |  -1.646436,   0.444706,    0.000000 | 2.011921e+00, 1.346251e+00, 1.166798e+01 : 100,  1 :  56
7091 :  -0.920215,  -0.359677, -100.483608 |  -0.306686,   1.597850,    0.000000 | 1.227278e+00, 2.037688e+00, 7.951341e+00 : 010,  1 :  56
7092 :   0.760004,   0.727327, -49.544162 |   1.723443,  -0.175145,    0.000000 | 2.252450e+00, 3.988021e-01, 2.202089e+01 : 100,  1 :  56
7093 :  -0.927759,   0.618093, -171.909470 |   1.655840,  -0.792702,    0.000000 | 1.955155e+00, 1.329442e+00, 1.034442e+01 : 100,  1 :  56
7094 :  -0.539850,  -0.890021, -159.159791 |   0.309417,   1.686038,    0.000000 | 9.446527e-01, 2.081081e+00, 2.405260e+00 : 010,  1 :  56
7095 :  -0.277336,   0.646110,  24.472800 |  -0.856444,   0.779201,    0.000000 | 4.461385e-10, 4.507557e-09, -0.000000e+00 : 000, -1 :  84
7096 :   0.607224,   0.357651, 102.795544 |  -0.795802,   0.844681,    0.000000 | 4.639023e-09, 6.268032e-09, -0.000000e+00 : 000, -1 :  84
7097 :   0.350429,  -0.225262, -109.156886 |  -0.539780,  -0.423387,    0.000000 | 7.196585e-09, 7.764843e-09, -0.000000e+00 : 000, -1 :  84
7098 :   0.669004,  -0.602041, -69.742142 |  -0.548637,  -1.376817,    0.000000 | 9.800773e-01, 2.072290e+00, 1.822909e+00 : 010,  1 :  56
7099 :   0.761086,  -0.583895, 169.302748 |  -1.053066,   1.177467,    0.000000 | 1.203384e+00, 1.921082e+00, 7.737697e+00 : 010,  1 :  56
7100 :   0.260149,   0.188262, -168.877972 |  -0.360553,  -0.386838,    0.000000 | 4.481673e-09, 4.475711e-09, 8.381903e-08 : 000, -1 :  84
7101 :   0.697651,   0.029082, 116.943876 |  -0.563263,   1.002455,    0.000000 | 4.128305e-01, 6.863200e-02, 5.527316e+00 : 010,  2 :  57
7102 :  -0.712821,   0.171415, -95.987668 |   0.403189,   1.137995,    0.000000 | 1.434230e-01, 2.047045e+00, 5.536054e+00 : 010,  3 :  58
7103 :  -0.077019,   0.385177, -40.199430 |   0.312531,   0.566339,    0.000000 | 8.423752e-10, 1.246285e-09, -0.000000e+00 : 000, -1 :  84
7104 :   0.801065,   0.721482,  10.035046 |   1.091952,   1.399797,    0.000000 | 1.251096e+00, 1.917041e+00, 8.399903e+00 : 010,  1 :  56
7105 :   0.593618,   0.609903, -113.064114 |   0.541118,  -1.292879,    0.000000 | 9.230721e-01, 2.097500e+00, 4.629165e+00 : 010,  1 :  56
7106 :  -0.589795,  -0.537534, -169.446601 |   0.792697,   1.048103,    0.000000 | 1.176772e+00, 1.946904e+00, 7.881549e+00 : 010,  1 :  56
7107 :   0.505426,  -0.721805, -65.056945 |  -0.726770,  -1.255954,    0.000000 | 8.967758e-01, 2.136912e+00, 6.508107e+00 : 010,  1 :  56
7108 :   0.549954,   0.731782, -105.982524 |   0.909125,  -1.202444,    0.000000 | 1.086429e+00, 2.011622e+00, 2.452425e+00 : 010,  1 :  56
7109 :   0.726898,   0.129548, -42.524369 |   1.026391,  -0.651849,    0.000000 | 1.913551e+00, 6.939424e-01, 1.005318e+01 : 100,  2 :  57
7110 :   0.676297,  -0.885499, -91.565026 |  -1.488077,  -1.073457,    0.000000 | 1.821680e+00, 1.501762e+00, 1.686992e+01 : 100,  1 :  56
7111 :   0.962166,  -0.166216, -68.430863 |   0.327934,  -1.574130,    0.000000 | 1.096174e+00, 2.047773e+00, 3.134188e+00 : 110,  1 :  56
7112 :  -0.074059,   0.769318,  -1.311901 |  -0.092921,   1.269342,    0.000000 | 5.687391e-01, 2.009943e+00, 3.086805e+00 : 010,  2 :  57
7113 :   0.577554,  -0.943289,  -0.022552 |   0.950481,  -1.553744,    0.000000 | 1.555795e+00, 1.850035e+00, 1.841240e+01 : 010,  1 :  56
7114 :  -0.662235,   0.077715, -52.920613 |  -0.555410,   0.947196,    0.000000 | 5.828124e-01, 3.137751e-02, 4.608195e+00 : 010,  2 :  57
7115 :  -0.542063,   0.221439, 104.021421 |  -0.137518,  -0.954403,    0.000000 | 8.796474e-10, 1.733935e-09, 8.381903e-08 : 000, -1 :  84
7116 :   0.736479,  -0.150976,  38.733313 |   1.101630,   0.564906,    0.000000 | 1.956867e+00, 6.280789e-01, 6.262121e+00 : 100,  2 :  57
7117 :   0.607208,  -0.789305, -97.967524 |  -1.425851,  -0.810106,    0.000000 | 1.938289e+00, 1.293947e+00, 1.046742e+01 : 100,  1 :  56
7118 :   0.213291,  -0.219191, 128.283614 |   0.065720,   0.499337,    0.000000 | 2.531876e-10, 1.217444e-10, -0.000000e+00 : 000, -1 :  84
7119 :   0.545834,   0.183250, 151.872980 |  -0.934969,   0.157616,    0.000000 | 5.240706e-10, 5.723549e-09, 8.381903e-08 : 000, -1 :  84
7120 :   0.175520,   0.981492, 118.144433 |  -1.561514,  -0.507530,    0.000000 | 2.001516e+00, 1.280064e+00, 9.709484e+00 : 110,  1 :  56
7121 :  -0.037223,  -0.941595, 179.725256 |   0.068731,   1.550269,    0.000000 | 6.094548e-01, 2.024830e+00, 4.123961e+00 : 010,  2 :  57
7122 :  -0.447697,  -0.014880,  39.093029 |  -0.556745,  -0.483915,    0.000000 | 4.478039e-09, 3.240233e-09, 8.381903e-08 : 000, -1 :  84
7123 :   0.623977,  -0.568520, 158.865478 |  -0.620863,   1.243732,    0.000000 | 9.691580e-01, 2.078963e+00, 2.699573e+00 : 010,  1 :  56
7124 :  -0.688084,   0.701904, -41.616366 |  -0.079465,   1.616679,    0.000000 | 3.982905e-01, 2.219781e+00, 2.318142e+01 : 010,  1 :  56
7125 :  -0.899867,  -0.904660,  -1.025870 |  -1.508300,  -1.462989,    0.000000 | 1.706169e+00, 1.555932e+00, 1.740908e+01 : 100,  1 :  56
7126 :   0.342716,  -0.972586,  76.666834 |   1.688597,   0.179805,    0.000000 | 2.058360e+00, 1.152024e+00, 5.101783e+00 : 100,  1 :  56
7127 :   0.327721,  -0.666734, -123.816984 |  -1.212553,   0.162681,    0.000000 | 2.009037e+00, 5.299050e-01, 1.345792e+00 : 100,  2 :  57
7128 :  -0.650693,  -0.746743, -139.894233 |   0.027394,   1.630833,    0.000000 | 4.247251e-01, 2.185372e+00, 2.167082e+01 : 010,  1 :  56
7129 :   0.233927,  -0.908205, -145.979844 |  -1.156050,   1.024085,    0.000000 | 3.510571e-01, 7.787413e-01, 1.558521e+01 : 100,  1 :  56
7130 :  -0.906718,  -0.142389, -124.238756 |   0.646263,   1.366315,    0.000000 | 1.406488e+00, 1.935042e+00, 1.580381e+01 : 110,  1 :  56
7131 :  -0.486334,  -0.586338,  33.187148 |  -0.141718,  -1.246443,    0.000000 | 7.053874e-01, 2.123769e+00, 1.475220e+01 : 010,  1 :  56
7132 :   0.438744,  -0.419857, 164.058664 |  -0.504825,   0.863253,    0.000000 | 2.348363e-09, 6.721931e-10, 8.381903e-08 : 000, -1 :  84
7133 :   0.019843,   0.485574,  21.189175 |  -0.258556,   0.757374,    0.000000 | 4.046756e-09, 3.037613e-09, 1.676381e-07 : 000, -1 :  84
7134 :   0.621796,   0.777673, -160.545528 |  -0.538960,  -1.548559,    0.000000 | 9.951031e-01, 2.071151e+00, 1.019523e+00 : 010,  1 :  56
7135 :  -0.008286,  -0.291695, 168.737381 |   0.107197,   0.468436,    0.000000 | 5.409176e-10, 4.142285e-10, 8.381903e-08 : 000, -1 :  84
7136 :  -0.674705,   0.789315, -153.210994 |   1.577661,  -0.659537,    0.000000 | 2.170947e+00, 8.129172e-01, 8.354057e+00 : 100,  1 :  56
7137 :   0.375519,   0.702417, -143.947630 |   0.180798,  -1.299115,    0.000000 | 6.071319e-01, 2.057731e+00, 1.761742e+01 : 010,  1 :  56
7138 :   0.880414,  -0.712080, -116.261136 |  -1.693091,  -0.781346,    0.000000 | 2.184764e+00, 8.167649e-01, 7.826187e+00 : 100,  1 :  56
7139 :   0.661419,  -0.503063, -13.776750 |   0.860582,  -1.063972,    0.000000 | 1.119986e+00, 1.978668e+00, 4.658199e+00 : 010,  1 :  56
7140 :  -0.390114,  -0.766695, -163.222373 |   0.250628,   1.394260,    0.000000 | 1.048805e+00, 2.049160e+00, 1.657322e+00 : 010,  1 :  56
7141 :   0.846396,  -0.314581,  32.110573 |   1.455957,   0.302095,    0.000000 | 2.029073e+00, 6.492312e-01, 1.367562e+01 : 100,  1 :  56
7142 :  -0.650669,   0.947013, -143.394280 |   1.790091,  -0.612965,    0.000000 | 2.340581e+00, 5.177805e-01, 1.817077e+01 : 100,  1 :  56
7143 :  -0.791115,   0.449028, -14.568238 |  -1.074897,   1.043359,    0.000000 | 1.112739e+00, 1.974259e+00, 3.866711e+00 : 010,  1 :  56
7144 :  -0.092373,  -0.126657, -13.370685 |  -0.196226,  -0.167743,    0.000000 | 1.273102e-09, 2.399644e-09, -0.000000e+00 : 000, -1 :  84
7145 :  -0.577272,   0.414688,   9.126657 |  -1.046912,   0.523460,    0.000000 | 5.700925e-02, 4.217512e-01, 4.727952e+00 : 100,  2 :  57
7146 :   0.030067,   0.651861, -117.753474 |   0.926911,  -0.543692,    0.000000 | 1.181462e-09, 3.661615e-09, -0.000000e+00 : 000, -1 :  84
7147 :   0.020468,  -0.287227, -85.623868 |  -0.469042,  -0.069699,    0.000000 | 2.486860e-09, 5.485559e-09, -0.000000e+00 : 000, -1 :  84
7148 :   0.683868,   0.077818, 146.942392 |  -1.013769,   0.506900,    0.000000 | 2.005359e+00, 5.155155e-01, 5.864155e-01 : 100,  2 :  57
7149 :   0.214028,   0.698478, -150.768596 |   0.254129,  -1.175866,    0.000000 | 4.372497e-01, 2.028184e+00, 3.239788e+00 : 010,  2 :  57
7150 :  -0.430392,  -0.756297, -129.002789 |  -0.521792,   1.334610,    0.000000 | 6.025417e-01, 2.310874e+00, 2.056784e+01 : 010,  1 :  56
7151 :  -0.530484,  -0.021314, -25.789700 |  -0.801839,   0.348465,    0.000000 | 2.604198e-10, 8.265783e-09, 8.381903e-08 : 000, -1 :  84
7152 :   0.049248,  -0.487466, -142.516876 |  -0.552845,   0.587648,    0.000000 | 1.291198e-10, 1.091442e-09, 8.381903e-08 : 000, -1 :  84
7153 :  -0.112829,  -0.982936, -71.071831 |  -1.591403,  -0.349310,    0.000000 | 2.060585e+00, 1.027085e+00, 4.932199e-01 : 110,  1 :  56
7154 :   0.546669,  -0.153393, -134.351115 |  -0.809939,  -0.467146,    0.000000 | 9.433088e-10, 1.696785e-09, -0.000000e+00 : 000, -1 :  84
7155 :  -0.767594,  -0.950941, -99.645643 |  -1.332038,   1.508558,    0.000000 | 1.289423e+00, 1.881697e+00, 8.789306e+00 : 010,  1 :  56
7156 :   0.294970,  -0.720983,  81.289933 |   1.247151,   0.300347,    0.000000 | 2.018192e+00, 1.218383e+00, 9.724882e+00 : 100,  1 :  56
7157 :   0.274432,   0.700598, -74.879581 |   1.231658,  -0.135332,    0.000000 | 2.058883e+00, 2.769554e-01, 1.072171e+01 : 100,  2 :  57
7158 :  -0.548700,  -0.155358, -75.248739 |  -0.477476,   0.808653,    0.000000 | 5.789866e-10, 1.144863e-09, 1.676381e-07 : 000, -1 :  84
7159 :  -0.209863,   0.944530, -47.043913 |   0.902870,   1.312850,    0.000000 | 5.910064e-01, 5.257906e-01, 2.452114e+01 : 010,  1 :  56
7160 :   0.449565,   0.957120, -122.668441 |   0.927204,  -1.473980,    0.000000 | 7.163056e-01, 2.321073e+00, 1.423349e+01 : 010,  1 :  56
7161 :   0.057685,   0.222197, 163.288205 |  -0.196200,  -0.323134,    0.000000 | 2.995336e-09, 1.163616e-09, -0.000000e+00 : 000, -1 :  84
7162 :   0.389117,  -0.096023, -46.467131 |   0.326713,  -0.573468,    0.000000 | 2.785384e-09, 2.318226e-09, 8.381903e-08 : 000, -1 :  84
7163 :  -0.228292,   0.079010, -160.186799 |   0.397789,   0.005019,    0.000000 | 1.026752e-09, 1.736413e-09, -0.000000e+00 : 000, -1 :  84
7164 :  -0.361613,  -0.291832, -102.654009 |  -0.338455,   0.686303,    0.000000 | 2.479725e-10, 1.876749e-10, -0.000000e+00 : 000, -1 :  84
7165 :  -0.064965,   0.887522,  45.937684 |  -1.124636,   0.939535,    0.000000 | 1.847449e+00, 7.522809e-01, 1.159112e+01 : 100,  2 :  57
7166 :  -0.958622,   0.946140, 163.063844 |   1.056282,  -1.950353,    0.000000 | 1.091419e+00, 2.051833e+00, 1.498792e+00 : 010,  1 :  56
7167 :   0.295553,  -0.465783, 144.881769 |   0.043139,   0.907393,    0.000000 | 4.656314e-10, 1.572354e-10, -0.000000e+00 : 000, -1 :  84
7168 :  -0.472902,  -0.905093,  22.483244 |  -0.149589,  -1.674989,    0.000000 | 8.927817e-01, 2.080899e+00, 4.048295e+00 : 010,  1 :  56
7169 :  -0.823890,   0.702086,  69.449502 |  -1.558857,  -0.864558,    0.000000 | 2.093782e+00, 9.797654e-01, 2.115549e+00 : 100,  1 :  56
7170 :   0.912182,  -0.521286, -131.714438 |  -1.640350,  -0.550090,    0.000000 | 2.402330e+00, 4.424596e-01, 2.327949e+01 : 100,  1 :  56
7171 :   0.965266,  -0.034926, -54.504704 |   0.876131,  -1.327558,    0.000000 | 1.445887e+00, 1.862196e+00, 1.706035e+01 : 110,  1 :  56
7172 :  -0.369619,   0.774498, -34.621937 |   0.223748,   1.395385,    0.000000 | 6.090726e-01, 2.048828e+00, 1.618699e+01 : 010,  1 :  56
7173 :   0.972285,   0.697548, 167.450179 |  -1.812463,  -0.773344,    0.000000 | 2.005262e+00, 1.213165e+00, 5.885127e+00 : 100,  1 :  56
7174 :  -0.605985,  -0.810307, 165.532807 |   1.299632,   1.042765,    0.000000 | 1.985501e+00, 1.130297e+00, 3.967755e+00 : 100,  1 :  56
7175 :  -0.324123,  -0.832786,  51.420206 |   0.739228,  -1.272466,    0.000000 | 6.521103e-01, 3.698886e-01, 2.014485e+01 : 010,  1 :  56
7176 :   0.767142,  -0.279195,  53.277625 |   1.123897,   0.737676,    0.000000 | 3.215343e-01, 7.265597e-01, 1.828743e+01 : 100,  1 :  56
7177 :  -0.511930,  -0.501760, -11.167883 |  -0.987099,  -0.647351,    0.000000 | 1.968325e+00, 1.150676e+00, 7.267066e+00 : 100,  1 :  56
7178 :   0.682915,   0.211768, 100.172644 |  -0.541869,   1.045327,    0.000000 | 2.269740e-01, 2.015748e+00, 1.351078e+00 : 010,  3 :  58
7179 :  -0.113078,  -0.162159, -31.128541 |  -0.297446,  -0.132322,    0.000000 | 4.395802e-10, 7.293763e-10, 8.381903e-08 : 000, -1 :  84
7180 :  -0.556557,  -0.867767,  37.848355 |   0.153083,  -1.690745,    0.000000 | 4.459639e-01, 2.110817e+00, 1.941341e+01 : 010,  1 :  56
7181 :  -0.980072,  -0.590817, 148.547340 |   1.884480,  -0.012163,    0.000000 | 2.118964e+00, 5.916469e-01, 1.301771e+01 : 100,  1 :  56
7182 :   0.074490,   0.962774, -35.014011 |   1.010165,   1.228124,    0.000000 | 4.170426e-01, 8.212090e-01, 1.657906e+01 : 100,  1 :  56
